23828000	0	0	0	0	0	0	0.000292022	-5.92064e-05	0.00580192	0.00315163	0.00629472	-0.00106946
23832000	-0.021454	-0.0039156	0.00963356	-0.0154286	-0.0038223	0.0328342	0.00446506	3.64634e-07	0.00360652	0.0031496	0.0132286	-0.000946061
23836000	-0.021454	-0.0039156	0.00963356	-0.0154286	-0.0038223	0.0328342	0.00446506	3.64634e-07	0.00360652	0.0031496	0.0132286	-0.000946061
23840000	-0.0217017	-0.00402367	0.0099567	-0.0154068	-0.00375625	0.0328149	0.00888285	0.000113502	0.0062629	0.00320429	-0.0106583	-0.00100233
23844000	-0.0217017	-0.00402367	0.0099567	-0.0154068	-0.00375625	0.0328149	0.00888285	0.000113502	0.0062629	0.00320429	-0.0106583	-0.00100233
23848000	-0.0216329	-0.00413289	0.00992182	-0.0153811	-0.0098704	0.0327818	-0.0295511	-1.2906e-05	-0.0793811	0.00287109	-0.00463873	-0.00103831
23852000	-0.0216329	-0.00413289	0.00992182	-0.0153811	-0.0098704	0.0327818	-0.0295511	-1.2906e-05	-0.0793811	0.00287109	-0.00463873	-0.00103831
23856000	-0.0215039	-0.00424333	0.00970129	-0.0153548	-0.0462329	0.0325775	-0.152715	-0.000997446	-0.495997	-0.000254017	0.00790229	-0.00101764
23860000	-0.0215039	-0.00424333	0.00970129	-0.0153548	-0.0462329	0.0325775	-0.152715	-0.000997446	-0.495997	-0.000254017	0.00790229	-0.00101764
23864000	-0.0207507	-0.00435032	0.00910045	-0.0153299	-0.0926986	0.0320284	-0.296231	-0.00292041	-0.908026	-0.00624142	0.00317092	-0.00093049
23868000	-0.0207507	-0.00435032	0.00910045	-0.0153299	-0.0926986	0.0320284	-0.296231	-0.00292041	-0.908026	-0.00624142	0.00317092	-0.00093049
23872000	-0.0192042	-0.00444979	0.00805517	-0.0153097	-0.144469	0.031086	-0.388169	-0.00581102	-1.19729	-0.0150963	0.0133072	-0.000808882
23876000	-0.0192042	-0.00444979	0.00805517	-0.0153097	-0.144469	0.031086	-0.388169	-0.00581102	-1.19729	-0.0150963	0.0133072	-0.000808882
23880000	-0.0165788	-0.0045046	0.00691687	-0.0153774	-0.205086	0.0296953	-0.490666	-0.00964434	-1.49275	-0.0268092	0.0123068	-0.000614672
23884000	-0.0165788	-0.0045046	0.00691687	-0.0153774	-0.205086	0.0296953	-0.490666	-0.00964434	-1.49275	-0.0268092	0.0123068	-0.000614672
23888000	-0.0116109	-0.00453075	0.0050376	-0.0154533	-0.276944	0.0277878	-0.562159	-0.0140782	-1.58767	-0.0394988	0.012483	-0.00039044
23892000	-0.0116109	-0.00453075	0.0050376	-0.0154533	-0.276944	0.0277878	-0.562159	-0.0140782	-1.58767	-0.0394988	0.012483	-0.00039044
23896000	-0.00523574	-0.00451273	0.00272837	-0.0155424	-0.346806	0.0253086	-0.576628	-0.0186684	-1.46065	-0.0515897	0.0295273	7.95127e-07
23900000	-0.00523574	-0.00451273	0.00272837	-0.0155424	-0.346806	0.0253086	-0.576628	-0.0186684	-1.46065	-0.0515897	0.0295273	7.95127e-07
23904000	0.00276088	-0.00443848	3.61255e-05	-0.0156478	-0.409386	0.0222985	-0.552569	-0.0231682	-1.15591	-0.0615233	0.0175302	0.000336092
23908000	0.00276088	-0.00443848	3.61255e-05	-0.0156478	-0.409386	0.0222985	-0.552569	-0.0231682	-1.15591	-0.0615233	0.0175302	0.000336092
23912000	0.0112266	-0.00429967	-0.0030778	-0.0157724	-0.464924	0.0188626	-0.471582	-0.0271374	-0.747414	-0.0683578	0.0308483	0.000743778
23916000	0.0112266	-0.00429967	-0.0030778	-0.0157724	-0.464924	0.0188626	-0.471582	-0.0271374	-0.747414	-0.0683578	0.0308483	0.000743778
23920000	0.020256	-0.00409195	-0.00686171	-0.0159217	-0.518305	0.0149925	-0.387185	-0.0304315	-0.304865	-0.0716346	0.026657	0.0010324
23924000	0.020256	-0.00409195	-0.00686171	-0.0159217	-0.518305	0.0149925	-0.387185	-0.0304315	-0.304865	-0.0716346	0.026657	0.0010324
23928000	0.0297937	-0.00381196	-0.0110237	-0.0160985	-0.574615	0.0106832	-0.289548	-0.0329915	0.0694113	-0.0717983	0.0367311	0.0013134
23932000	0.0297937	-0.00381196	-0.0110237	-0.0160985	-0.574615	0.0106832	-0.289548	-0.0329915	0.0694113	-0.0717983	0.0367311	0.0013134
23936000	0.0398811	-0.00345442	-0.0161108	-0.0163095	-0.637122	0.00589898	-0.199652	-0.0347815	0.311653	-0.06968	0.039166	0.00154571
23940000	0.0398811	-0.00345442	-0.0161108	-0.0163095	-0.637122	0.00589898	-0.199652	-0.0347815	0.311653	-0.06968	0.039166	0.00154571
23944000	0.0500817	-0.00301697	-0.0212193	-0.0165587	-0.706365	0.000584833	-0.104576	-0.0358815	0.410226	-0.0666505	0.0319327	0.00171011
23948000	0.0500817	-0.00301697	-0.0212193	-0.0165587	-0.706365	0.000584833	-0.104576	-0.0358815	0.410226	-0.0666505	0.0319327	0.00171011
23952000	0.0602165	-0.00249918	-0.0262422	-0.0168444	-0.776207	-0.00529144	-0.0605136	-0.0364724	0.359902	-0.0635616	0.0437962	0.00193546
23956000	0.0602165	-0.00249918	-0.0262422	-0.0168444	-0.776207	-0.00529144	-0.0605136	-0.0364724	0.359902	-0.0635616	0.0437962	0.00193546
23960000	0.06991	-0.00190304	-0.0316223	-0.017169	-0.842506	-0.0117506	-0.00654743	-0.0366429	0.178888	-0.0617234	0.0415926	0.0021992
23964000	0.06991	-0.00190304	-0.0316223	-0.017169	-0.842506	-0.0117506	-0.00654743	-0.0366429	0.178888	-0.0617234	0.0415926	0.0021992
23968000	0.0788367	-0.00123373	-0.0367107	-0.0175326	-0.90715	-0.0187324	0.0185603	-0.0365364	-0.0484915	-0.061465	0.0338424	0.00247514
23972000	0.0788367	-0.00123373	-0.0367107	-0.0175326	-0.90715	-0.0187324	0.0185603	-0.0365364	-0.0484915	-0.061465	0.0338424	0.00247514
23976000	0.0876908	-0.000495236	-0.0415758	-0.017988	-0.971663	-0.0262281	0.0358696	-0.0363124	-0.209901	-0.0629469	0.0464603	0.00287376
23980000	0.0876908	-0.000495236	-0.0415758	-0.017988	-0.971663	-0.0262281	0.0358696	-0.0363124	-0.209901	-0.0629469	0.0464603	0.00287376
23984000	0.0972556	0.000315666	-0.0465614	-0.0184788	-1.04027	-0.0342874	0.0347335	-0.0360601	-0.442989	-0.0659516	0.0515312	0.00336795
23988000	0.0972556	0.000315666	-0.0465614	-0.0184788	-1.04027	-0.0342874	0.0347335	-0.0360601	-0.442989	-0.0659516	0.0515312	0.00336795
23992000	0.107333	0.00120441	-0.0514568	-0.0190044	-1.11332	-0.0429146	0.0253915	-0.0358696	-0.516978	-0.0698932	0.0524152	0.0039242
23996000	0.107333	0.00120441	-0.0514568	-0.0190044	-1.11332	-0.0429146	0.0253915	-0.0358696	-0.516978	-0.0698932	0.0524152	0.0039242
24000000	0.118422	0.00217597	-0.056834	-0.0195679	-1.18943	-0.052101	0.00722051	-0.035819	-0.546734	-0.0742954	0.0735536	0.00460154
24004000	0.118422	0.00217597	-0.056834	-0.0195679	-1.18943	-0.052101	0.00722051	-0.035819	-0.546734	-0.0742954	0.0735536	0.00460154
24008000	0.130293	0.00323945	-0.0623643	-0.0201704	-1.26252	-0.0618855	-0.00868192	-0.0359199	-0.471438	-0.0783101	0.063076	0.00530377
24012000	0.130293	0.00323945	-0.0623643	-0.0201704	-1.26252	-0.0618855	-0.00868192	-0.0359199	-0.471438	-0.0783101	0.063076	0.00530377
24016000	0.141904	0.00439567	-0.0678494	-0.0208139	-1.33263	-0.0722442	-0.0220497	-0.0361225	-0.311269	-0.0811946	0.0795897	0.00599659
24020000	0.141904	0.00439567	-0.0678494	-0.0208139	-1.33263	-0.0722442	-0.0220497	-0.0361225	-0.311269	-0.0811946	0.0795897	0.00599659
24024000	0.153604	0.00564408	-0.0737335	-0.0214988	-1.40017	-0.083193	-0.0245423	-0.0363623	-0.176274	-0.0827626	0.0522063	0.00652556
24028000	0.153604	0.00564408	-0.0737335	-0.0214988	-1.40017	-0.083193	-0.0245423	-0.0363623	-0.176274	-0.0827626	0.0522063	0.00652556
