23828000	0.224007	0.0150612	0.433575	0.0105172	-0.00398406	0.0170863	0.004	0.0257274	0.014232	-9.78384	0.004
23832000	0.224007	0.0150612	0.433575	0.00445257	0.00345645	0.0130644	0.004	0.0123984	0.0135321	-9.8156	0.004
23836000	0.217938	0.00150322	0.431126	0.0196242	0.00753443	-0.00390401	0.004	-0.0326114	0.0482915	-9.78668	0.004
23840000	0.217938	0.00150322	0.431126	0.00887036	0.00611283	-0.0108225	0.004	-0.00660603	0.0297657	-9.81188	0.004
23844000	0.219418	0.00135254	0.431155	-0.00185702	-0.00379822	-0.003543	0.004	0.0429554	0.0463735	-9.87015	0.004
23848000	0.219418	0.00135254	0.431155	-0.0295636	-0.0795312	-0.00479953	0.004	-0.00133632	-0.0572326	-11.2732	0.004
23852000	0.219418	0.00135254	0.431155	-0.0932616	-0.285166	-0.00228911	0.004	-0.0210322	-0.0129084	-13.7102	0.004
23856000	0.218417	0.00517098	0.426596	-0.152728	-0.496147	0.00774148	0.004	0.0341372	-0.0236672	-14.9954	0.004
23860000	0.218417	0.00517098	0.426596	-0.184315	-0.588744	0.0166015	0.004	0.0485462	-0.050862	-15.3482	0.004
23864000	0.221058	0.000141062	0.425155	-0.296244	-0.908176	0.00301012	0.004	-0.0380413	-0.0283534	-15.8831	0.004
23868000	0.221058	0.000141062	0.425155	-0.334011	-1.01644	0.00864053	0.004	-0.021807	-0.0729199	-16.0168	0.004
23872000	0.221058	0.000141062	0.425155	-0.388181	-1.19744	0.0131471	0.004	-0.0446058	-0.0264135	-16.5431	0.004
23876000	0.228853	0.00328116	0.43735	-0.466515	-1.43567	0.0148997	0.004	-0.0956191	0.0160611	-17.2815	0.004
23880000	0.228853	0.00328116	0.43735	-0.490678	-1.4929	0.0121467	0.004	-0.123336	0.0124207	-17.4937	0.004
23884000	0.225013	0.00602477	0.426893	-0.544093	-1.58495	0.00729162	0.004	-0.0763864	0.0172816	-18.7635	0.004
23888000	0.225013	0.00602477	0.426893	-0.562171	-1.58782	0.0123229	0.004	-0.0932806	0.0111471	-18.8391	0.004
23892000	0.225013	0.00602477	0.426893	-0.566126	-1.56306	0.0204589	0.004	-0.119964	0.0334258	-18.7756	0.004
23896000	0.242304	-0.00821929	0.416663	-0.576641	-1.4608	0.0293679	0.004	-0.136325	0.0486625	-18.3424	0.004
23900000	0.242304	-0.00821929	0.416663	-0.567317	-1.32847	0.0160787	0.004	-0.0650778	0.0484425	-17.9121	0.004
23904000	0.240072	-0.00229088	0.406114	-0.552581	-1.15606	0.0173708	0.004	-0.0699165	0.0655937	-17.4096	0.004
23908000	0.240072	-0.00229088	0.406114	-0.513801	-0.963011	0.0298111	0.004	-0.0867716	0.0717356	-16.935	0.004
23912000	0.240072	-0.00229088	0.406114	-0.471594	-0.747564	0.0306889	0.004	-0.0846165	0.0357104	-16.642	0.004
23916000	0.240615	-0.00777584	0.41318	-0.430999	-0.51586	0.0240684	0.004	-0.046926	0.00162609	-16.4677	0.004
23920000	0.240615	-0.00777584	0.41318	-0.387197	-0.305015	0.0264985	0.004	-0.0857871	0.0379102	-16.5851	0.004
23924000	0.250675	-0.00128735	0.401641	-0.345129	-0.112335	0.0344093	0.004	-0.0720538	0.058674	-16.7537	0.004
23928000	0.250675	-0.00128735	0.401641	-0.289561	0.0692615	0.0365727	0.004	-0.0165431	1.48392e-06	-17.0408	0.004
23932000	0.250675	-0.00128735	0.401641	-0.243463	0.215854	0.0391071	0.004	-0.00743711	-0.0331207	-17.4217	0.004
23936000	0.245607	-0.00563992	0.41637	-0.199664	0.311503	0.0390075	0.004	0.00247516	-0.0207186	-17.9344	0.004
23940000	0.245607	-0.00563992	0.41637	-0.167363	0.345417	0.0384078	0.004	-0.0052511	-0.0202239	-18.3422	0.004
23944000	0.245465	0.00209801	0.417542	-0.104588	0.410076	0.0317745	0.004	0.0152096	0.0653671	-18.695	0.004
23948000	0.245465	0.00209801	0.417542	-0.0833105	0.409996	0.0428943	0.004	0.0416097	0.0646294	-18.6748	0.004
23952000	0.245465	0.00209801	0.417542	-0.0605259	0.359752	0.043638	0.004	0.0601533	0.0311719	-18.5094	0.004
23956000	0.245012	-0.00576897	0.4162	-0.0317	0.278139	0.0435606	0.004	0.0789302	-0.0104913	-18.2502	0.004
23960000	0.245012	-0.00576897	0.4162	-0.00655969	0.178739	0.0414344	0.004	0.0495678	-0.00639827	-18.0436	0.004
23964000	0.243733	-0.00578458	0.420397	0.0125352	0.110707	0.0401353	0.004	0.020334	0.00579188	-17.9309	0.004
