73040000	0.287359	-0.179196	-0.000210131	0.230332	0.115042	-0.2028	0.303024	-0.140409	0.074698	-0.00102204	-0.00326914	0.0166155	0.582673
73044000	-0.0198417	-0.482753	0.00749754	0.220592	0.18316	-0.358239	0.59228	-0.0363721	0.145972	-0.00823113	-0.0127497	0.0269166	0.904668
73048000	-0.136021	-0.441559	0.496554	0.0859724	0.224621	-0.298562	0.523914	-0.0696104	0.162994	-0.00437565	-0.0219493	0.0499839	0.95704
73052000	0.201239	-0.59372	1.02596	-0.25497	0.310372	-0.610182	0.496397	0.0798697	0.12179	0.00109837	-0.0335665	0.0488851	1.50013
73056000	0.148596	-0.57939	0.998041	-0.658427	0.319542	-0.706003	0.194232	0.00720535	0.120447	-0.000526472	-0.0398203	0.0649715	1.56398
73060000	0.8456	-1.28195	1.24259	-0.720355	0.417913	-0.830512	0.0305791	0.134517	0.0901562	0.00151005	-0.0474827	0.0693322	2.30651
73064000	0.160437	-1.02401	0.702924	-0.668917	0.429615	-0.946829	-0.248953	-0.0519502	0.0858034	0.00255621	-0.0584451	0.0680489	1.78243
73068000	0.087598	-1.14823	0.809015	-1.12403	0.439653	-0.987407	-0.335059	-0.00352602	-0.0207724	-0.000463215	-0.0633996	0.0839451	2.12981
73072000	-0.297114	-0.682238	0.795499	-0.944129	0.48605	-1.03982	-0.327815	-0.000957254	-0.0571968	-0.00222223	-0.0698596	0.0801869	1.87548
73076000	-0.309437	-0.802519	0.291544	-0.421428	0.423734	-1.07094	-0.347833	-0.000386768	-0.109585	-0.00108798	-0.077319	0.0837086	1.57316
73080000	-0.346123	-0.976848	0.112184	-0.356015	0.475241	-1.15873	-0.382681	0.00580154	-0.195586	-0.00710904	-0.0832181	0.0942655	1.72698
73084000	-0.627868	-0.92113	-0.207702	-0.345244	0.508154	-1.29491	-0.444068	0.00200926	-0.250015	-0.012546	-0.0941907	0.103605	1.9025
73088000	-0.475568	-0.89324	0.182254	-0.518564	0.506715	-1.27418	-0.405425	0.00047785	-0.262408	-0.00862943	-0.100786	0.109996	1.86065
73092000	-0.391373	-0.771785	0.694686	-0.889727	0.460483	-1.33482	-0.470741	0.0289281	-0.281479	-0.00363304	-0.108503	0.105607	2.08361
73096000	-0.663115	-0.749254	0.939996	-1.3384	0.401575	-1.33221	-0.528508	-0.099549	-0.259344	3.83041e-05	-0.115203	0.105848	2.44806
73100000	-0.893607	-0.580262	0.744632	-1.75369	0.444909	-1.50784	-0.498601	-0.130634	-0.247836	-0.00158005	-0.118999	0.104161	2.75477
73104000	-0.7811	-0.756604	0.707121	-1.97033	0.362671	-1.431	-0.375811	-0.0344734	-0.181902	-0.00255515	-0.125887	0.111369	2.81919
73108000	-0.86749	-0.980389	0.880515	-2.09637	0.403428	-1.5129	-0.500026	-0.0875776	-0.106004	0.000529066	-0.131959	0.105553	3.10369
73108000	-0.86749	-0.980389	0.880515	-2.09637	0.403428	-1.5129	-0.500026	-0.0875776	-0.106004	0.000529066	-0.131959	0.105553	3.10369
73112000	-0.736571	-0.797739	0.586617	-2.35452	0.449004	-1.50766	-0.374394	-0.244107	-0.0711596	-0.00989075	-0.134254	0.119558	3.12709
73116000	-1.34091	-0.0183899	0.36917	-2.20538	0.547172	-1.6538	-0.179333	-0.0931154	0.0361634	-0.0077563	-0.139577	0.131589	3.14831
73120000	-1.58897	0.213708	-0.0486794	-1.81766	0.56482	-1.80676	-0.0810055	-0.130562	0.113561	0.000313166	-0.146857	0.149464	3.08878
73124000	-1.32076	0.274721	0.120045	-1.80547	0.581201	-1.98438	0.163292	0.0168371	0.150243	0.00921318	-0.150447	0.150197	3.07642
73128000	-0.870663	0.371395	0.155714	-1.66742	0.618846	-2.14662	0.180935	0.122843	0.171779	0.00709238	-0.152864	0.154191	2.96918
73132000	-0.217716	0.121456	0.518441	-1.66101	0.694617	-2.28019	0.26283	-0.0933642	0.272468	0.0126609	-0.161303	0.145675	2.99518
73136000	-0.316868	0.574285	0.616569	-1.98837	0.624244	-2.24341	0.79252	-0.0119114	0.346501	0.0220091	-0.16405	0.144601	3.31408
73140000	-0.300426	0.515385	0.372573	-2.30603	0.55943	-2.33354	0.964161	0.0421408	0.393116	0.023456	-0.171951	0.142518	3.56472
73144000	0.039053	0.318979	-0.128638	-1.9932	0.515748	-2.34204	1.0344	-0.0887566	0.374688	0.0289832	-0.174586	0.141021	3.33366
73148000	0.154195	0.250107	-0.403394	-1.88372	0.483311	-2.44929	1.39807	0.119053	0.400272	0.0277884	-0.184736	0.138075	3.49471
73152000	0.452231	0.0609949	-0.130945	-1.93869	0.384361	-2.37233	1.29929	0.0926737	0.42937	0.0255396	-0.186694	0.132602	3.41961
73156000	0.435511	-0.201401	-0.119243	-1.80578	0.358712	-2.41321	1.36854	0.105037	0.389522	0.0329668	-0.188876	0.147381	3.39877
73160000	0.32895	-0.255885	-0.153432	-1.94335	0.343892	-2.37	1.38326	0.0670983	0.348082	0.0304003	-0.191474	0.12852	3.43543
73164000	0.474414	-0.245237	-0.460982	-1.58472	0.302096	-2.2929	1.32219	0.016984	0.285675	0.0230828	-0.193969	0.132217	3.20054
73168000	0.259198	-0.239389	-0.611143	-1.29018	0.303686	-2.22236	1.18463	0.0689222	0.268071	0.0289087	-0.199985	0.140426	2.95537
73172000	-0.0842948	-0.109794	-0.917951	-1.02717	0.372777	-2.26283	0.924668	0.0584059	0.244665	0.0267694	-0.205323	0.131445	2.85564
73176000	-0.347911	0.0186012	-0.581153	-1.06977	0.422924	-2.35033	0.845697	0.143115	0.173263	0.0274784	-0.207266	0.130856	2.85184
73180000	-0.585923	0.0603116	-0.528678	-1.26264	0.368226	-2.25909	0.528305	0.16565	0.0497279	0.0242922	-0.20899	0.116273	2.79761
73184000	-0.314226	-0.215559	-0.187973	-1.33584	0.443517	-2.35155	0.400817	0.0698825	-0.00453553	0.0152445	-0.210902	0.110282	2.81317
73188000	-0.446224	-0.287594	-0.4366	-1.1391	0.445918	-2.46681	0.396873	0.110834	0.00272398	0.0139622	-0.214499	0.0962556	2.87737
73192000	-0.256056	-0.0434643	-0.246401	-1.10378	0.485623	-2.56693	0.312175	0.123119	0.0574695	0.0172531	-0.218284	0.106202	2.88905
73196000	0.00646263	-0.281957	-0.3692	-0.620875	0.483299	-2.66433	0.223761	0.0600873	0.0354486	0.0184432	-0.221134	0.107165	2.83712
73200000	-0.304411	-0.110632	-0.948948	-0.39096	0.398828	-2.5587	0.198345	0.114831	0.0410162	0.0146752	-0.225738	0.118361	2.82554
73204000	-0.343408	-0.0283989	-0.295613	-0.547196	0.308543	-2.56264	0.179073	0.134385	0.0457282	0.0141077	-0.228314	0.11441	2.69917
73208000	-0.649997	0.150112	-0.0865803	-0.657567	0.310354	-2.59628	0.110384	0.284641	0.0595902	0.0209846	-0.230203	0.123304	2.80844
73212000	-0.594158	0.550583	-0.0364278	-0.655869	0.384167	-2.72214	-0.107094	0.158988	0.0953388	0.0197648	-0.232727	0.121404	2.9598
73216000	-0.354761	0.406324	-0.517082	-0.442885	0.455721	-2.8683	-0.102668	0.0706332	0.102617	0.013395	-0.237686	0.121593	3.04743
73220000	-0.176867	0.0552129	-0.28536	-0.236084	0.491695	-2.93133	0.0266247	0.0817726	0.182845	0.0101675	-0.23869	0.132336	3.02016
73224000	-0.13933	0.146371	0.078564	-0.866724	0.555326	-3.06341	-0.065236	0.224103	0.194347	0.0119122	-0.242137	0.136124	3.26506
73228000	0.258998	0.143528	0.144199	-0.559027	0.465617	-2.99805	-0.347688	0.10329	0.246067	0.0145573	-0.243624	0.147252	3.14634
73232000	0.300804	0.0751724	0.19993	-0.413663	0.496984	-2.90031	-0.369066	0.0871092	0.270706	0.0159818	-0.243783	0.1497	3.04388
73236000	0.424484	0.2226	0.184425	-0.414217	0.446067	-2.93464	-0.554552	0.0807646	0.358077	0.0310551	-0.244641	0.139672	3.12554
